,comments,sentiments,clean_comments
2301,"It was a great series thank you for  showing our history and educating us and The Nepali comment presented so well in order hope to see same content in common days good team work.
It is the cause,not the death,that makes the Martyrs. We will be forever grateful for what you have done for this country 
Salute to our Martyrs who sacrifice themselves for this land and country.
Jay Nepal 🇳🇵",1,great series thank show history educate u nepali comment present well order hope see content common day good team work causenot deaththat make martyr forever grateful do country salute martyr sacrifice land country jay nepal
2302,Never been so much diluted in Nepali videos until this series. Hats off to your research and presentation team! ,0,never much dilute nepali videos series hat research presentation team
2303,Greatest Series of all time. Really enjoyed this. Your and your team's hard work has paid off !,1,great series time really enjoyed team hard work pay
2304,Hats off to you and your team for making this wonderful series on Martyrs. They deserved to be appreciated and people should know their contribution. More hate to the cruelty of Rana.,1,hat team make wonderful series martyr deserve appreciated people know contribution hate cruelty rana
2305,"I had goosebumps all time watching this last part !!!
Keep up the Great work Nepali Comment Team !
We are expecting Great things ahead !
At last 
Bir Shahid Amar Rahos !",1,goosebump time watch last part keep great work nepali comment team expect great thing ahead last bir shahid amar rahos
2306,"Great series, i would love to watch more content about some of the most significant moments in Nepal's history similar to this. Keep it up!",1,great series would love watch content significant moment nepal history similar keep
2307,Your explanation about our history is very appreciatable and anyone can easily understand.🇳🇵️,1,explanation history appreciatable anyone easily understand
2308,Really...hats off to all the team who collected all the data and records which are century old and presenting us a history in such a tasty manner.....love the channel and the contents it has made so far....,1,reallyhats team collect data record century old present u history tasty mannerlove channel content make far
2309,4 played the biggest role in history of Nepal. Hats off to this well defined series,1,4 played big role history nepal hat well define series
2310,"This is why cable TV is dying, when you have creators like 'The Nepali Comment' who create professional amazing documentaries like this. Keep up the fantastic work.",1,cable tv die creator like nepali comment create professional amazing documentary like keep fantastic work
2311,"This channel is Providing more knowledge and information about our ancestors of Nepal then ever, that a social study book can't provide.",1,channel provide knowledge information ancestor nepal ever social study book cant provide
2312,"Thank you for the important information ️Now its our duty to spread the bravery of our Martyr's Story to our next generation ️
We will never forget the dedication and the contribution of our Martyr's ️",1,thank important information now duty spread bravery martyr story next generation never forget dedication contribution martyr
2313,"Another great video series from The Nepali Comment. 
Research was already top. Quite refreshing to see huge leaps in the animations as well. ",1,another great video series nepali comment research already top quite refresh see huge leap animation well
2314,"Such fine work, team. The suspense, the research, animations, colour tone of the video very commendable.",1,fine work team suspense research animation colour tone video commendable
2315,We all should appreciate his work he is working hard,1,appreciate work work hard
2316,"Thank you to the entire team for their effort in bringing this 3 part series to life. You all helped deliver an important part of our history which was untold before, or unknown to wider Populus. 

In the future, I think the viewers will love such content from your team. Keep going, you guys will reach new heights....",1,thank entire team effort bring 3 part series life help deliver important part history untold unknown wider populus future think viewer love content team keep go guy reach new height
2317,Handsoff to our country heroes ,1,handsoff country hero
2318,"Hands down to your research, video editing and so on guys ",1,hand research video edit guy
2319,"We shouldn’t forget what our martyrs did for us 
To save whole nation from cruel rules  love your efforts we want more videos related to history",1,forget martyr u save whole nation rule love effort want video related history
2320,huge respect for our heroes ️,1,huge respect hero
2321,You have an indepth research to bring this forward to us. Kudos to you. You really are the face of quality content.,1,indepth research bring forward u kudos really face quality content
2322,thanks a lot brother and your team for bringing up this wonderful content. keep consistently creating about our history .. bir sahid amar rahun... these guys are the reason behind our freedom right now... kudos to all freedom fighters who kept stake of their life for democracy,1,thanks lot brother team bring wonderful content keep consistently create history bir sahid amar rahun guy reason behind freedom right kudos freedom fighter keep stake life democracy
2323,"You never fail to amaze us with your amazing contents. Keep going. Keep rocking. Very happy to be one of your subscribers And, a big clap to your entire team.",1,amaze u amaze content keep go keep rock happy one subscriber big clap entire team
2324,My grandfather’s elder brother (Hari bahadur khadgi) was also killed during this revolution.dont know the fact but it is said he also got death sentence along with the four martyrs but he was killed inside the prison before his punishment..,1,grandfather s elder brother hari bahadur khadgi also kill revolutiondont know fact say also get death sentence along four martyr kill inside prison punishment
2325,Hats off to you bro. Thank you for the well-described information about the great martyrs.,1,hat bro thank welldescribed information great martyr
2326,"Got goosebumps just thinking about their bravery. Tei ragat ko aile ko hami Nepali haru k vako ho, desh mathi ko anyaya herera basya xam. ",1,get goosebump think bravery tei ragat ko aile ko hami nepali haru k vako ho desh mathi ko anyaya herera basya xam
2327,Huge respect to all martyrs of nepal,1,huge respect martyr nepal
2328,Great Salute to Our Martyrs ️️,1,great salute martyr
2329,"By telling the history you create the history 
thanks for your hard work for us",1,tell history create history thanks hard work u
2330,This should be made as documentary film ...  Thank you so much for this video sir,1,make documentary film thank much video sir
2331,"Aaba film industry's le ta kei garna sakena tara nepali comment huge respect️to the team i have really feel like warching Profesnal webseries
Please continue this series like season 2 cause wea re very curious to know that what happen next️️",1,aaba film industry le ta kei garna sakena tara nepali comment huge respect to team really feel like warching profesnal webseries please continue series like season 2 cause wea curious know happen next
2332,Proud to be a citizen of this country ️,1,proud citizen country
2333,Great work bro... Felt so bad for our martyrs,1,great work bro felt bad martyr
2334,Hatsoff to those heroes!!🇳🇵,1,hatsoff hero
2335,"Wonderful video brother and your team
I really don't study this topic in my school. Thank you very much for this valuable information about our great martyrs.",1,wonderful video brother team really dont study topic school thank much valuable information great martyr
2336,Keep creating content like this appreciation for your whole team,1,keep create content like this appreciation whole team
2337,Salute and Long Life to the young Braveheart’s and Shahids of this land. This country may be not what the shahids imagined it to be. But they liberated this country and we thank them for their sacrifice.,1,salute long life young braveheart s shahids land country may shahids imagined liberated country thank sacrifice
2338,Greatest infotainment series in Nepalese broadcast history. Best wishes and appreciations from Germany!,1,great infotainment series nepalese broadcast history best wish appreciation germany
2339,rest in peace to legend Martyrs,1,rest peace legend martyr
2340,"when I was kid ,I used to be quite bored studying history lecture but from the way you explain it felt quite interesting now .",0,kid use quite bored study history lecture way explain felt
2341,I just felt proud that I want born in the country of martyrs,1,felt proud want born country martyr
2342,This is great I feel very inspired by our martyrs,1,great feel inspire martyr
2343,I've been looking for a you tuber that researches and fact checks on the topic on Nepali topics!! Keep up the good work bruh ,1,ive look tuber research fact check topic nepali topic keep good work bruh
2344,its really sad that we know more about indian martyrs from movies and plays than nepali martyrs... #hatsoff for ur video,0,really sad know indian martyr movie play nepali martyr hatsoff ur video
2345,Nowadays we lack this kind of people in Nepal. Salute to all the martyrs,1,nowadays lack kind people nepal salute martyr
2346,"Thank u so much for this video.we didnt have read this history in school Because these content are not in book why i dont know You deserve  millions of subscribe.In next video plz explain about the first public protest of 2007 establishment of democracy,Establish of congress and communist,The rise of B .p koirala",1,thank u much videowe didnt read history school content book dont know deserve million subscribein next video plz explain first public protest 2007 establishment democracyestablish congress communistthe rise b p koirala
2347,"please continue, i learned a lot about our history though this. Thank you for making such an amazing video.",1,please continue learn lot history though thank make amazing video
2348,"Beautifully presented
Hope to see quality content as this all the time",1,beautifully present hope see quality content time
2349,History Books what? Our Brother Dipesh Tripathi is the best teacher we could ever have. ️️Thank you for such a great content in this filthy business of content creation.,1,history book brother dipesh tripathi best teacher could ever thank great content filthy business content creation
